LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,MONTHLY_INCOME_IMPUTED,BUREAU_SCORE_IMPUTED,LAST_PAYMENT_DATE_IMPUTED,LAST_PMT_IS_FUTURE,FOIR,CREDIT_UTIL,SANCTION_RATIO,REPAYMENT_RATIO,DISPOSABLE_INCOME,TENURE_PROGRESS,MONTHS_LEFT,IS_DELINQUENT,HAD_PAST_DPD,BUREAU_BAND,FOIR_BAND,CURR_DPD_LABEL,MAX_DPD_LABEL,UTIL_LABEL,REPAYMENT_STAGE,TENURE_STAGE,PAYMENT_BEHAVIOUR,SANCTION_LABEL,INTEREST_RATE_BAND,DISPOSABLE_INCOME_BAND,RISK_TIER,LOAN_HEALTH_SCORE,ACCOUNT_HEALTH,PRIMARY_RISK
LN0000505,CUST000663,21,Male,Telangana,Salaried,18008.0,MSME Loan,1834342,1717688,24,15.75,83898.31,765.0,2,0,90,1559247,Current,Active,0,0,2020-01-15,2020-02-21,False,False,False,False,1.0,0.9078,0.9364,0.0922,0.0,0.0833,22,0,1,Very Good,Financially Stressed,No Delinquency,Serious Delinquency,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Average,Financially Tight,MEDIUM,2,Healthy,High EMI Burden
LN0000124,CUST000414,31,Female,Uttar Pradesh,Salaried,84785.0,MSME Loan,1400899,1089504,36,12.01,36192.33,673.0,20,0,60,861273,Current,Active,0,0,2023-12-17,2025-06-27,False,False,False,False,0.4269,0.7905,0.7777,0.2095,48592.67,0.5556,16,0,1,Moderate Risk,Manageable,No Delinquency,Moderate Delinquency,High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000749,CUST000308,21,Female,Delhi,Self Employed,97197.0,Personal Loan,392837,492837,18,14.02,18488.94,653.0,11,7,15,250172,1-30,Active,0,0,2022-02-24,2022-12-06,False,False,False,False,0.1902,0.5076,1.2546,0.4924,78708.06,0.6111,7,1,0,Moderate Risk,Comfortable,Slight Delay,Slight Delay,Moderate,Partially Repaid,Mid Tenure,Currently Delayed,Fully Approved,Average,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000922,CUST000028,38,Female,Karnataka,Self Employed,75192.0,Personal Loan,452887,408425,48,16.44,11667.12,728.0,1,0,150,382961,Current,Active,0,0,2021-02-02,2021-02-08,False,False,False,False,0.1552,0.9377,0.9018,0.0623,63524.88,0.0208,47,0,1,Good,Comfortable,No Delinquency,Potential Default,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,High,Very Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000722,CUST000546,38,Male,Madhya Pradesh,Salaried,42875.0,Car Loan,1155807,871305,60,19.84,23006.75,659.0,37,0,45,788039,Current,Active,0,0,2024-02-21,2027-02-01,False,False,False,True,0.5366,0.9044,0.7538,0.0956,19868.25,0.6167,23,0,1,Moderate Risk,Stretched,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,High,Limited,LOW,1,Healthy,High Credit Utilization
LN0000159,CUST000563,21,Male,Gujarat,Salaried,27863.0,Consumer Durable Loan,92632,75366,6,9.62,12915.79,715.0,37,0,120,21726,Current,Active,0,0,2023-07-20,2026-07-15,False,False,False,True,0.4635,0.2883,0.8136,0.7117,14947.21,1.0,0,0,1,Good,Manageable,No Delinquency,Potential Default,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,Low,Limited,MEDIUM,2,Healthy,Healthy Account
LN0000965,CUST000556,38,Female,Maharashtra,Self Employed,44868.0,Personal Loan,196363,142883,12,17.45,13062.14,698.0,0,60,60,118004,31-60,Delinquent,0,0,2020-05-05,2020-05-05,False,False,True,False,0.2911,0.8259,0.7276,0.1741,31805.86,0.0,12,1,0,Moderate Risk,Comfortable,Moderate Delinquency,Moderate Delinquency,High,Early Repayment Stage,New Loan,Severely Delinquent,Partially Approved,High,Comfortable,HIGH,3,Needs Monitoring,Current Delinquency
LN0000654,CUST000222,36,Female,Rajasthan,Salaried,66637.0,Personal Loan,172220,170981,48,10.36,4366.14,850.0,62,30,150,124634,1-30,Active,0,0,2020-11-12,2025-10-31,False,False,False,False,0.0655,0.7289,0.9928,0.2711,62270.86,1.0,0,1,0,Excellent,Comfortable,Slight Delay,Potential Default,High,Early Repayment Stage,Completed,Currently Delayed,Fully Approved,Low,Very Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000920,CUST000420,61,Male,Gujarat,Salaried,50085.0,Vehicle Loan,1378079,1130285,24,20.8,57969.46,663.0,48,0,150,227830,Current,Active,0,0,2024-08-09,2028-06-28,False,False,False,True,1.0,0.2016,0.8202,0.7984,0.0,1.0,0,0,1,Moderate Risk,Financially Stressed,No Delinquency,Potential Default,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,Very High,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000246,CUST000093,51,Male,West Bengal,Salaried,75205.0,MSME Loan,216081,177238,60,18.8,4578.17,755.0,69,0,45,47246,Current,Active,0,0,2021-01-01,2026-08-27,False,False,False,True,0.0609,0.2666,0.8202,0.7334,70626.83,1.0,0,0,1,Very Good,Comfortable,No Delinquency,Moderate Delinquency,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000062,CUST000481,21,Male,Madhya Pradesh,Business,66555.0,Personal Loan,80383,77883,18,12.7,4774.83,762.0,1,0,45,73785,Current,Active,0,0,2021-04-25,2021-04-25,False,False,False,False,0.0717,0.9474,0.9689,0.0526,61780.17,0.0556,17,0,1,Very Good,Comfortable,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Fully Approved,Average,Very Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000212,CUST000596,41,Female,Delhi,Salaried,56073.0,Personal Loan,287216,207589,48,13.73,5644.6,612.0,20,0,150,130688,Current,Active,0,0,2022-09-15,2024-04-18,False,False,False,False,0.1007,0.6296,0.7228,0.3704,50428.4,0.4167,28,0,1,High Risk,Comfortable,No Delinquency,Potential Default,Moderate,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Very Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000786,CUST000299,49,Female,West Bengal,Business,77060.0,Consumer Durable Loan,129503,106290,24,12.17,5011.88,722.0,10,0,30,27911,Current,Active,0,0,2020-11-01,2021-08-12,False,False,False,False,0.065,0.2626,0.8208,0.7374,72048.12,0.4167,14,0,1,Good,Comfortable,No Delinquency,Slight Delay,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Mostly Approved,Average,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000911,CUST000593,28,Female,West Bengal,Self Employed,92402.0,Personal Loan,727945,562958,12,17.03,51352.46,714.224884526309,29,0,15,158776,Current,Active,0,0,2021-05-02,2023-08-18,False,True,False,False,0.5558,0.282,0.7734,0.718,41049.54,1.0,0,0,1,Good,Stretched,No Delinquency,Slight Delay,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000207,CUST000673,48,Female,Rajasthan,Salaried,46205.0,Consumer Durable Loan,23465,17427,18,16.54,1099.85,713.0,40,0,60,15472,Current,Active,0,0,2024-09-04,2027-11-18,False,False,False,True,0.0238,0.8878,0.7427,0.1122,45105.15,1.0,0,0,1,Good,Comfortable,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Completed,Recovered From Past Delays,Partially Approved,High,Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000888,CUST000419,56,Female,West Bengal,Professional,33392.0,Consumer Durable Loan,40918,40918,18,14.3,2539.2,816.0,63,0,0,21405,Current,Active,0,0,2021-05-10,2026-06-03,False,False,False,False,0.076,0.5231,1.0,0.4769,30852.8,1.0,0,0,0,Excellent,Comfortable,No Delinquency,No Delinquency,Moderate,Partially Repaid,Completed,Always Paid On Time,Fully Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000170,CUST000039,50,Male,Gujarat,Salaried,34051.0,CD Loan,142238,106001,9,10.65,12306.69,674.0,5,0,90,83612,Current,Active,0,0,2020-03-05,2020-07-02,False,False,False,False,0.3614,0.7888,0.7452,0.2112,21744.309999999998,0.5556,4,0,1,Moderate Risk,Manageable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Low,Limited,LOW,0,Excellent,Healthy Account
LN0000727,CUST000502,29,Female,Delhi,Salaried,103214.0,MSME Loan,235119,174807,48,14.48,4819.06,724.0,39,0,0,75274,Current,Active,0,0,2020-05-10,2023-07-10,False,False,True,False,0.0467,0.4306,0.7435,0.5694,98394.94,0.8125,9,0,0,Good,Comfortable,No Delinquency,No Delinquency,Moderate,Partially Repaid,Near Completion,Always Paid On Time,Partially Approved,Average,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000244,CUST000143,39,Male,Madhya Pradesh,Salaried,99256.0,Personal Loan,602360,463761,18,15.14,28962.2,699.0,34,75,120,357533,61-90,Delinquent,0,0,2024-10-25,2027-05-07,False,False,False,True,0.2918,0.7709,0.7699,0.2291,70293.8,1.0,0,1,0,Moderate Risk,Comfortable,Serious Delinquency,Potential Default,High,Early Repayment Stage,Completed,Severely Delinquent,Mostly Approved,Average,Very Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000658,CUST000542,21,Male,Uttar Pradesh,Salaried,51348.0,Personal Loan,892379,651357,48,16.72,18700.71,612.0,67,45,60,460921,31-60,Delinquent,0,0,2024-01-03,2029-05-17,False,False,False,True,0.3642,0.7076,0.7299,0.2924,32647.29,1.0,0,1,0,High Risk,Manageable,Moderate Delinquency,Moderate Delinquency,High,Early Repayment Stage,Completed,Severely Delinquent,Partially Approved,High,Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000628,CUST000657,34,Female,Karnataka,Salaried,32515.0,Vehicle Loan,1442217,1308238,36,15.24,45504.41,775.0,20,90,90,418008,61-90,Delinquent,1,0,2025-09-30,2027-02-05,False,False,False,True,1.0,0.3195,0.9071,0.6805,0.0,0.5556,16,1,0,Very Good,Financially Stressed,Serious Delinquency,Serious Delinquency,Low,Partially Repaid,Mid Tenure,Defaulted,Mostly Approved,Average,Financially Tight,CRITICAL,7,Critical,Defaulted
LN0000883,CUST000016,40,Female,Rajasthan,Self Employed,35543.0,Vehicle Loan,607244,509104,36,21.81,19392.91,701.0,10,0,75,75604,Current,Active,0,0,2021-04-09,2022-01-30,False,False,False,False,0.5456,0.1485,0.8384,0.8515,16150.09,0.2778,26,0,1,Good,Stretched,No Delinquency,Serious Delinquency,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Mostly Approved,Very High,Limited,LOW,0,Excellent,Healthy Account
LN0000594,CUST000365,34,Male,Madhya Pradesh,Self Employed,64038.0,Vehicle Loan,1228138,895924,24,19.8,45511.28,541.0,38,0,120,872936,Current,Active,0,0,2021-08-19,2024-09-24,False,False,False,False,0.7107,0.9743,0.7295,0.0257,18526.72,1.0,0,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Very High,Early Repayment Stage,Completed,Recovered From Past Delays,Partially Approved,High,Limited,MEDIUM,6,High Risk,High EMI Burden
LN0000945,CUST000103,43,Female,Gujarat,Self Employed,23488.0,Personal Loan,132741,89898,36,11.91,2982.04,646.0,32,75,75,27397,61-90,Delinquent,0,0,2024-08-23,2027-01-11,False,False,False,True,0.127,0.3048,0.6772,0.6952,20505.96,0.8889,4,1,0,High Risk,Comfortable,Serious Delinquency,Serious Delinquency,Low,Partially Repaid,Near Completion,Severely Delinquent,Partially Approved,Low,Limited,HIGH,4,Needs Monitoring,Current Delinquency
LN0000638,CUST000006,67,Female,Tamil Nadu,SALARIED,41865.0,Consumer Loan,157855,135555,9,14.75,16002.41,756.0,9,7,150,72722,1-30,Active,0,0,2022-05-10,2022-12-30,False,False,False,False,0.3822,0.5365,0.8587,0.4635,25862.59,1.0,0,1,0,Very Good,Manageable,Slight Delay,Potential Default,Moderate,Partially Repaid,Completed,Currently Delayed,Mostly Approved,Average,Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000793,CUST000154,30,Female,Madhya Pradesh,Business,42308.0,Personal Loan,772148,567384,24,20.08,28899.64,582.0,20,0,120,358100,Current,Active,0,0,2024-01-14,2025-07-30,False,False,False,False,0.6831,0.6311,0.7348,0.3689,13408.36,0.8333,4,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Moderate,Early Repayment Stage,Near Completion,Recovered From Past Delays,Partially Approved,Very High,Limited,MEDIUM,5,High Risk,High EMI Burden
LN0000897,CUST000473,34,Female,Uttar Pradesh,salaried,66703.0,Home,6754450,6255259,240,15.42,84316.3,818.0,36,0,90,4939639,Current,Active,0,0,2024-02-16,2027-01-19,False,False,False,True,1.0,0.7897,0.9261,0.2103,0.0,0.15,204,0,1,Excellent,Financially Stressed,No Delinquency,Serious Delinquency,High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Average,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000794,CUST000450,26,Male,West Bengal,Permanent Employee,58924.0,P-Loan,253216,202988,60,15.6,4893.24,766.0,64,0,90,116605,Current,Active,0,0,2023-11-29,2029-02-04,False,False,False,True,0.083,0.5744,0.8016,0.4256,54030.76,1.0,0,0,1,Very Good,Comfortable,No Delinquency,Serious Delinquency,Moderate,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,Average,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000341,CUST000625,24,Male,Gujarat,Business,53774.0,Consumer Durable Loan,89107,83405,18,21.64,5467.55,805.0,0,0,75,64732,Current,Active,0,0,2021-12-06,2021-12-06,False,False,True,False,0.1017,0.7761,0.936,0.2239,48306.45,0.0,18,0,1,Excellent,Comfortable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Very High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000031,CUST000675,55,Male,Delhi,Entrepreneur,74242.0,Consumer Loan,125565,111437,24,15.33,5420.69,850.0,16,0,30,23907,Current,Active,0,0,2020-04-15,2021-07-31,False,False,False,False,0.073,0.2145,0.8875,0.7855,68821.31,0.6667,8,0,1,Excellent,Comfortable,No Delinquency,Slight Delay,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Mostly Approved,Average,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000720,CUST000222,53,Female,Delhi,Professional,66964.0,Personal Loan,365926,323372,18,18.02,20636.09,803.0,39,0,90,207445,Current,Active,0,0,2025-04-27,2028-06-14,False,False,False,True,0.3082,0.6415,0.8837,0.3585,46327.91,1.0,0,0,1,Excellent,Manageable,No Delinquency,Serious Delinquency,Moderate,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000494,CUST000064,51,Male,Rajasthan,Self Employed,66701.0,Vehicle Loan,706719,604239,48,13.62,16396.77,785.0,11,0,60,581187,Current,Active,0,0,2020-07-20,2021-06-08,False,False,False,False,0.2458,0.9618,0.855,0.0382,50304.229999999996,0.2292,37,0,1,Very Good,Comfortable,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Average,Very Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000023,CUST000158,28,Female,Maharashtra,Salaried,92041.0,Personal Loan,403541,284397,48,20.08,8666.43,617.0,6,0,150,66171,Current,Active,0,0,2023-03-25,2023-08-24,False,False,False,False,0.0942,0.2327,0.7048,0.7673,83374.57,0.125,42,0,1,High Risk,Comfortable,No Delinquency,Potential Default,Low,Mostly Repaid,New Loan,Recovered From Past Delays,Partially Approved,Very High,Very Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000970,CUST000592,47,Female,Telangana,Professional,49225.0,Personal Loan,99999999,476584,48,12.21,12599.48,620.0,10,30,30,333626,1-30,Active,0,0,2022-02-22,2022-10-30,False,False,False,False,0.256,0.7,0.0048,0.3,36625.520000000004,0.2083,38,1,0,High Risk,Comfortable,Slight Delay,Slight Delay,Moderate,Early Repayment Stage,New Loan,Currently Delayed,Significantly Reduced,Average,Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000834,CUST000484,55,Female,Uttar Pradesh,Salaried,38200.0,Personal Loan,375765,356985,24,14.19,17171.94,776.0,26,0,0,209555,Current,Active,0,0,2024-01-20,2026-02-13,True,False,False,False,0.4495,0.587,0.95,0.413,21028.06,1.0,0,0,0,Very Good,Manageable,No Delinquency,No Delinquency,Moderate,Partially Repaid,Completed,Always Paid On Time,Fully Approved,Average,Limited,LOW,0,Excellent,Healthy Account
LN0000534,CUST000505,39,Female,Gujarat,Salaried,48051.0,Vehicle Loan,1097964,756679,24,13.87,36283.89,620.0,49,7,15,588289,1-30,Active,0,0,2021-10-10,2025-09-30,False,False,False,False,0.7551,0.7775,0.6892,0.2225,11767.11,1.0,0,1,0,High Risk,Financially Stressed,Slight Delay,Slight Delay,High,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,Average,Limited,MEDIUM,5,High Risk,High EMI Burden
LN0000191,CUST000345,48,Female,Maharashtra,Salaried,29526.0,MSME Loan,1130395,897773,36,19.05,32931.49,658.0,43,0,60,388257,Current,Active,0,0,2024-11-20,2028-05-21,False,False,False,True,1.0,0.4325,0.7942,0.5675,0.0,1.0,0,0,1,Moderate Risk,Financially Stressed,No Delinquency,Moderate Delinquency,Moderate,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000385,CUST000132,32,Male,Gujarat,Business,29753.0,Home Loan,4198418,2754896,300,18.98,43970.06,609.0,48,0,150,2353008,Current,Delinquent,1,0,2024-10-04,2028-08-18,False,False,False,True,1.0,0.8541,0.6562,0.1459,0.0,0.16,252,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Very High,Early Repayment Stage,New Loan,Defaulted,Partially Approved,High,Financially Tight,CRITICAL,10,Critical,Defaulted
LN0000951,CUST000277,55,Male,Telangana,Employee,39970.0,Consumer Loan,126182,107262,6,16.03,18722.07,767.0,46,30,45,103319,1-30,Active,0,0,2022-04-11,2025-12-06,False,False,False,False,0.4684,0.9632,0.8501,0.0368,21247.93,1.0,0,1,0,Very Good,Manageable,Slight Delay,Moderate Delinquency,Very High,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,High,Limited,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000755,CUST000696,47,Female,Delhi,Salaried,143471.0,Vehicle Loan,852814,660873,60,14.0,15377.36,711.0,41,0,0,616597,Current,Active,0,0,2024-09-26,2028-01-26,False,False,False,True,0.1072,0.933,0.7749,0.067,128093.64,0.6833,19,0,0,Good,Comfortable,No Delinquency,No Delinquency,Very High,Early Repayment Stage,Mid Tenure,Always Paid On Time,Mostly Approved,Average,Very Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000832,CUST000173,55,Male,Karnataka,Salaried,51098.0,MSME Loan,1830212,1266844,24,19.24,64007.67,667.0,42,0,75,798993,Current,Active,0,0,2020-08-16,2023-12-19,False,False,False,False,1.0,0.6307,0.6922,0.3693,0.0,1.0,0,0,1,Moderate Risk,Financially Stressed,No Delinquency,Serious Delinquency,Moderate,Early Repayment Stage,Completed,Recovered From Past Delays,Partially Approved,High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000309,CUST000283,56,Female,Karnataka,Salaried,43842.0,Vehicle Loan,845489,709320,48,8.5,17483.53,741.0,15,0,75,595090,Current,Active,0,0,2022-01-02,2023-02-28,False,False,False,False,0.3988,0.839,0.8389,0.161,26358.47,0.3125,33,0,1,Good,Manageable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Low,Comfortable,LOW,1,Healthy,Healthy Account
LN0000483,CUST000049,42,Female,Tamil Nadu,Employee,37516.0,Durable Loan,57489,42497,18,14.62,2643.57,673.0,11,0,90,23968,Current,Active,0,0,2020-02-23,2020-12-16,False,False,False,False,0.0705,0.564,0.7392,0.436,34872.43,0.6111,7,0,1,Moderate Risk,Comfortable,No Delinquency,Serious Delinquency,Moderate,Partially Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000651,CUST000227,37,Male,Karnataka,Salaried,19821.0,Personal Loan,1029955,745654,24,17.73,37128.9,694.0,9,7,150,185251,1-30,Active,0,0,2020-02-07,2020-09-14,False,False,False,False,1.0,0.2484,0.724,0.7516,0.0,0.375,15,1,0,Moderate Risk,Financially Stressed,Slight Delay,Potential Default,Low,Mostly Repaid,Mid Tenure,Currently Delayed,Partially Approved,High,Financially Tight,MEDIUM,5,High Risk,High EMI Burden
LN0000919,CUST000444,36,Male,Telangana,Salaried,99239.0,Home Loan,3288695,2052863,300,12.82,22875.12,596.0,51,0,90,303653,Current,Active,0,0,2023-01-23,2027-02-27,False,False,False,True,0.2305,0.1479,0.6242,0.8521,76363.88,0.17,249,0,1,High Risk,Comfortable,No Delinquency,Serious Delinquency,Low,Mostly Repaid,New Loan,Recovered From Past Delays,Partially Approved,Average,Very Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000343,CUST000174,40,Female,Karnataka,Business,30668.0,Personal Loan,352438,247494,60,13.8,5733.12,578.0,68,15,120,132036,1-30,Active,0,0,2020-09-01,2026-03-01,False,False,False,False,0.1869,0.5335,0.7022,0.4665,24934.88,1.0,0,1,0,High Risk,Comfortable,Slight Delay,Potential Default,Moderate,Partially Repaid,Completed,Currently Delayed,Partially Approved,Average,Limited,MEDIUM,6,High Risk,Weak Credit Profile
LN0000478,CUST000690,41,Female,Tamil Nadu,Self Employed,36582.0,PL,50000,40148,60,15.11,957.44,681.0,0,7,120,7671,1-30,Active,0,0,2025-08-09,2025-08-09,False,False,True,False,0.0262,0.1911,0.803,0.8089,35624.56,0.0,60,1,0,Moderate Risk,Comfortable,Slight Delay,Potential Default,Low,Mostly Repaid,New Loan,Currently Delayed,Mostly Approved,Average,Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000996,CUST000265,34,Male,West Bengal,Professional,31937.0,Consumer Durable Loan,126496,94082,18,15.77,5903.44,663.0,11,0,45,64134,Current,Active,0,0,2025-01-17,2025-11-09,False,False,False,False,0.1848,0.6817,0.7438,0.3183,26033.56,0.6111,7,0,1,Moderate Risk,Comfortable,No Delinquency,Moderate Delinquency,Moderate,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000229,CUST000202,49,Female,Madhya Pradesh,Self Employed,50712.0,MSME Loan,2483890,1691324,60,14.94,40183.23,633.0,55,0,120,664077,Current,Active,0,0,2024-04-15,2028-10-20,False,False,False,True,0.7924,0.3926,0.6809,0.6074,10528.769999999997,0.9167,5,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Low,Partially Repaid,Near Completion,Recovered From Past Delays,Partially Approved,Average,Limited,MEDIUM,5,High Risk,High EMI Burden
LN0000593,CUST000277,39,Female,Telangana,Salaried,37005.0,Personal Loan,629987,609918,60,18.2,15554.34,776.0,50,0,0,340379,Current,Active,0,0,2024-09-09,2028-09-03,False,False,False,True,0.4203,0.5581,0.9681,0.4419,21450.66,0.8333,10,0,0,Very Good,Manageable,No Delinquency,No Delinquency,Moderate,Partially Repaid,Near Completion,Always Paid On Time,Fully Approved,High,Limited,LOW,0,Excellent,Healthy Account
LN0000463,CUST000236,34,Female,Gujarat,Self Employed,49693.0,Personal Loan,464356,417925,60,12.87,9481.29,716.0,17,0,90,398394,Current,Active,0,0,2020-06-10,2021-09-28,False,False,False,False,0.1908,0.9533,0.9,0.0467,40211.71,0.2833,43,0,1,Good,Comfortable,No Delinquency,Serious Delinquency,Very High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Average,Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000799,CUST000276,30,Male,Karnataka,Self Employed,54697.0,Personal Loan,421102,316920,12,12.92,28294.54,694.0,43,15,30,293955,1-30,Active,0,0,2021-08-25,2025-01-08,False,False,False,False,0.5173,0.9275,0.7526,0.0725,26402.46,1.0,0,1,0,Moderate Risk,Stretched,Slight Delay,Slight Delay,Very High,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,Average,Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000649,CUST000223,40,Male,Madhya Pradesh,Self Employed,38267.0,MSME Loan,1898664,1278505,48,11.71,33486.18,634.0,0,0,120,207490,Current,Active,0,0,2022-01-30,2022-01-30,False,False,True,False,0.8751,0.1623,0.6734,0.8377,4780.82,0.0,48,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Low,Mostly Repaid,New Loan,Recovered From Past Delays,Partially Approved,Low,Financially Tight,MEDIUM,5,High Risk,High EMI Burden
LN0000434,CUST000362,49,Male,Madhya Pradesh,Self Employed,41067.0,Personal Loan,574534,409149,12,13.34,36609.37,691.0,14,7,45,301470,1-30,Active,0,0,2020-02-26,2021-03-19,False,False,False,False,0.8915,0.7368,0.7121,0.2632,4457.629999999997,1.0,0,1,0,Moderate Risk,Financially Stressed,Slight Delay,Moderate Delinquency,High,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,Average,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000612,CUST000147,44,Male,Madhya Pradesh,Business,43895.0,Home Loan,7419432,6418283,300,20.33,109444.98,814.0,72,30,150,6288930,1-30,Active,0,0,2022-08-02,2028-05-25,False,False,False,True,1.0,0.9798,0.8651,0.0202,0.0,0.24,228,1,0,Excellent,Financially Stressed,Slight Delay,Potential Default,Very High,Early Repayment Stage,New Loan,Currently Delayed,Mostly Approved,Very High,Financially Tight,MEDIUM,6,High Risk,High EMI Burden
LN0000557,CUST000166,30,Male,Karnataka,Salaried,56419.0,Home Loan,2738054,1974501,300,18.54,30815.93,592.0,0,0,75,1826752,Current,Active,0,0,2021-10-22,2021-10-22,False,False,True,False,0.5462,0.9252,0.7211,0.0748,25603.07,0.0,300,0,1,High Risk,Stretched,No Delinquency,Serious Delinquency,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Partially Approved,High,Comfortable,MEDIUM,3,Needs Monitoring,Weak Credit Profile
LN0000963,CUST000446,21,Male,Madhya Pradesh,Salaried,98222.0,Vehicle Loan,687872,642845,48,17.39,18679.28,754.0,10,30,30,581686,1-30,Active,0,0,2021-11-08,2022-07-18,False,False,False,False,0.1902,0.9049,0.9345,0.0951,79542.72,0.2083,38,1,0,Very Good,Comfortable,Slight Delay,Slight Delay,Very High,Early Repayment Stage,New Loan,Currently Delayed,Mostly Approved,High,Very Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
